-3.812538,2.900144,5.089556,-0.6002349,-3.9232852,5.233897,-0.21287657,-0.9269185,-7.2910447,-5.2846956,-5.2851934,-3.0206966,-2.8278878,-4.705513,-5.4556527,-5.7962875,-6.638476,-2.0903368,-16.239454,-4.5002866
0.8752037,-0.29980677,-0.33865866,-0.31973293,-0.7344963,0.9371057,-1.8010759,0.23118508,-0.042079784,4.672029,-0.521511,-0.021519635,-1.6082734,-0.8271448,-1.2372601,4.2048187,-1.6865959,1.4158453,-2.1458058,-2.9747357
0.040331446,0.6467682,1.9715444,0.89635396,-0.016067868,-0.23087159,0.95023626,0.36992568,0.99507785,0.864485,1.1538972,0.8219652,0.43661174,1.1147261,-1.0238507,0.76713204,-2.856016,-1.380726,-1.4456881,-0.63291353
-0.5397849,0.382442,-0.41125354,-1.6591753,1.239509,-2.289869,4.6548853,4.165439,0.46719885,-0.9002608,-0.41774994,0.8249924,-1.2116108,-2.6465056,-2.4334257,5.2931585,-5.326179,-0.13913804,-4.4654427,3.2275739
-0.741921,-0.4935931,2.2485547,-0.89013517,-4.0727406,-0.2650971,4.2856145,-2.3960419,-0.08827574,0.17730306,-0.95625836,-3.728844,-3.1072698,-0.14501779,-2.7118707,0.8601871,0.82200176,0.019083599,-1.8343775,0.89983696
-1.8542867,-2.3193927,-0.57445467,0.26774806,-0.7207024,0.3442875,-2.360137,-3.0702968,-5.557463,-2.4555407,-3.2534003,-1.640876,-1.2041913,-3.745878,-2.9949005,0.17442101,-4.2311826,-0.106219694,-4.3663125,-3.750583
0.68467265,0.71207905,-0.80551195,-1.9316496,0.3882465,-3.2156699,2.0458446,1.7559448,2.7677095,0.5183821,-1.1532434,0.49386463,0.001574952,-1.5583916,-1.2291826,-0.32009885,-4.9927907,-0.1515611,-4.637502,-3.7920258
0.31482556,0.15691338,0.5643154,1.6303416,2.338632,-0.18041801,0.4458842,-0.41421905,-1.6666672,-0.40090573,-2.4762866,-0.56887776,-1.0376916,0.9059561,-2.4918692,3.3811634,-1.9087613,-0.34090984,0.23021252,0.28118485
0.07252382,2.7970254,0.33490515,-2.2167447,8.281256,-2.4106982,1.5904994,1.9071933,-6.2181444,5.590329,0.5237688,-2.9877,-2.441641,1.6685936,-4.2040634,-1.1606652,-11.910294,0.04578455,-7.216444,-5.097143
-0.8853693,-0.10574608,-0.3656982,-2.7392266,-4.9290695,-3.9900124,-1.433882,3.6044095,4.992905,0.9912799,0.09752824,-0.3350223,-0.48499173,-2.9582276,-5.568477,-2.0870652,-4.5869246,-1.3426892,-6.092257,0.6786255
-2.861398,-0.8169903,0.24961852,1.0087255,0.5659742,-1.5333649,0.4838744,-2.3381507,-1.3140342,-0.99539876,-1.5334696,-2.1246984,1.7083491,-1.2703531,-3.8840296,2.8239458,-2.3146467,-2.295101,-6.0295563,-2.0179996
1.3367331,-0.1182961,-3.1659832,-14.361316,-10.124735,-1.8680972,-5.022143,-11.781114,-14.334255,-4.051101,2.520132,-2.7631872,-1.6520696,-2.0969934,2.529954,2.4355123,0.30525222,-1.2864013,-5.286701,2.0938833
-0.14897625,-0.0773821,3.2722006,1.8053346,-2.8296587,-1.0874643,-2.3641176,1.9342757,-0.10509167,-1.3832561,3.9371476,0.6297374,-1.3804561,2.6613367,5.960458,-2.2830417,2.2981894,0.72564924,-1.3967038,4.5595546
-0.6981367,-3.5994213,-3.3129654,5.121068,-3.6878603,-2.4365056,2.152182,0.72472185,-0.58456874,-0.750195,-3.1293173,-4.544256,6.4709067,2.9297593,2.9216583,-4.796314,-0.108597435,-0.549594,-5.417221,2.3685565
-0.039516672,-0.5358632,0.86335444,0.37697992,-0.7699927,-0.3013135,-2.3783293,5.8358393,0.19837466,1.0747367,-0.45642322,-0.24406648,-0.14928995,1.5695955,-0.41815418,-0.65408415,-1.679175,-2.4064014,-6.77595,-1.502806
-1.0210273,0.83960944,-0.6374311,-0.5650078,0.38484573,0.9069517,-1.6673443,-4.301187,-5.6939273,-5.1567655,-4.0105147,-10.555892,-1.3854382,-6.382197,-5.8456283,-4.0817657,-4.6949053,-1.1106709,-2.1264274,-5.6318917
-1.1584867,0.0718119,-0.33429083,2.7938344,-2.841777,-1.714856,0.30909422,-4.0171824,7.260585,-3.301239,1.1551176,-4.1791034,-0.46688226,7.3228993,1.3154384,-5.600283,2.574432,-0.67284644,-11.180575,0.5489915
1.545172,-0.4284429,0.9374946,1.7192177,0.5278628,-0.06703486,-2.1014283,-0.40926737,-1.768193,1.7522792,0.03152386,-1.6455768,-0.15781629,-5.449087,-2.721823,-4.7853,-2.0696614,-0.70473135,-5.741745,-6.412626
-0.50463504,-0.2538766,0.9793563,0.59793967,-4.075433,-2.3374217,1.9465898,-4.970971,-5.640293,-7.804845,-5.515314,4.052881,-0.7875623,-3.36088,-7.3660684,-0.9650698,8.682505,-2.146411,-0.46138018,2.74417
-0.45070454,-1.4017136,0.66585666,-3.179434,-1.3155217,-0.71671927,-0.5011688,1.5118246,0.14629348,-0.27696767,2.1035826,1.0210513,0.9150858,-3.446815,3.4631953,6.827371,-1.7961015,-1.9614812,-3.5567982,3.4664912
-0.6621364,0.86672425,0.11219199,-5.649546,-6.0983434,-2.9621582,-4.440334,3.9447944,-2.0606441,4.5934033,3.8074095,-1.8918719,-0.110297196,2.6906867,-2.9719384,1.0781821,-1.0956838,-1.4494872,7.122208,4.0002656
-0.14426908,-0.022015797,-1.7744467,-8.565972,-7.9355073,-4.290964,-5.0559654,-1.8800197,2.880607,-3.68043,3.0369167,5.066297,-1.847675,-5.014351,0.24948844,-6.73521,0.5645154,-1.5283056,-3.1136417,-1.7426249
-1.7873535,-2.8887289,-4.7379766,-8.58018,-9.335581,-4.6277246,-12.700251,-11.636749,-8.081303,-1.8765489,-2.0175798,-0.670192,-1.1564829,-0.80277854,-2.5893524,-2.951377,1.1162624,2.9937804,-7.12942,2.6057417
2.357639,0.026305445,-4.4061856,-4.150511,-6.431554,-4.2387943,-3.963017,-5.9471445,-5.586673,-5.921324,-10.524371,-6.6012764,-3.366971,-2.9903808,-3.679625,0.2920316,-7.2788367,3.2014794,1.9254438,-0.16836338
-0.88187546,0.61316067,0.028723992,-3.3131459,-2.408984,-0.58756566,0.92273414,-2.199272,-3.2397327,0.49529457,-0.6243462,4.129402,-1.0249516,1.9099066,0.44932652,1.4746293,3.3607638,-1.1686418,-0.62341946,0.75164413
-0.8684003,-0.0053842114,-1.5660166,3.046704,-4.531486,-2.1193318,7.514514,-3.2114785,-0.3955151,-0.06774014,3.8728602,-4.819266,-0.7930349,-2.971534,4.623231,-3.0008526,-3.60747,-1.558262,-3.7203898,0.9212585
-0.59439,-0.20623079,1.7193997,1.9885257,0.73172075,-2.0236535,-3.8897383,-2.5612352,2.8900754,-0.55500495,-3.563886,-0.87095696,-2.1081715,0.3714061,-2.7887635,-0.2514377,-0.89804184,-1.0460764,-4.0597982,-0.44522637
-1.9651746,-0.41167268,1.3404682,1.9282529,1.7475735,0.814986,-0.5265092,-2.824834,0.5604794,-2.4027824,-1.9688281,-2.8660986,-1.5186427,-3.7132578,-2.9284134,-0.97526515,-5.018535,0.67617893,-6.148207,-1.9106739
0.1824343,-0.42843547,4.292256,-4.021504,-5.1360717,-0.53228664,5.624329,-1.7747185,-2.7965672,-1.4084514,-4.4601564,6.835045,0.24281083,-0.5773647,0.72213554,-3.7463007,2.750342,0.10185461,-2.8642275,-2.0475206
